ID	Label
39.0	40.0
39.0	40.0
39.0	40.0
40.0	30.0
40.0	30.0
40.0	30.0
40.0	30.0
41.0	1.0
41.0	1.0
41.0	1.0
41.0	1.0
42.0	10.0
42.0	10.0
42.0	10.0
42.0	10.0
43.0	28.0
43.0	28.0
43.0	28.0
43.0	28.0
44.0	37.0
44.0	37.0
44.0	37.0
44.0	37.0
45.0	27.0
45.0	27.0
45.0	27.0
45.0	27.0
46.0	30.0
46.0	30.0
46.0	30.0
46.0	30.0
47.0	27.0
47.0	27.0
47.0	27.0
47.0	27.0
48.0	34.0
48.0	34.0
48.0	34.0
48.0	34.0
49.0	3.0
49.0	3.0
49.0	3.0
49.0	3.0
50.0	15.0
50.0	15.0
50.0	15.0
50.0	15.0
51.0	32.0
51.0	32.0
51.0	32.0
51.0	32.0
52.0	1.0
52.0	1.0
52.0	1.0
52.0	1.0
53.0	16.0
53.0	16.0
53.0	16.0
53.0	16.0
54.0	6.0
54.0	6.0
54.0	6.0
54.0	6.0
55.0	16.0
55.0	16.0
55.0	16.0
55.0	16.0
56.0	29.0
56.0	29.0
56.0	29.0
56.0	29.0
57.0	6.0
57.0	6.0
57.0	6.0
57.0	6.0
58.0	34.0
58.0	34.0
58.0	34.0
58.0	34.0
59.0	32.0
59.0	32.0
59.0	32.0
59.0	32.0
60.0	1.0
60.0	1.0
60.0	1.0
60.0	1.0
61.0	10.0
61.0	10.0
61.0	10.0
61.0	10.0
62.0	40.0
62.0	40.0
62.0	40.0
62.0	40.0
63.0	26.0
63.0	26.0
63.0	26.0
63.0	26.0
64.0	18.0
64.0	18.0
64.0	18.0
64.0	18.0
65.0	27.0
65.0	27.0
65.0	27.0
65.0	27.0
66.0	34.0
66.0	34.0
66.0	34.0
66.0	34.0
67.0	16.0
67.0	16.0
67.0	16.0
67.0	16.0
68.0	19.0
68.0	19.0
68.0	19.0
68.0	19.0
69.0	12.0
69.0	12.0
69.0	12.0
69.0	12.0
70.0	10.0
70.0	10.0
70.0	10.0
70.0	10.0
71.0	16.0
71.0	16.0
71.0	16.0
71.0	16.0
72.0	33.0
72.0	33.0
72.0	33.0
72.0	33.0
73.0	36.0
73.0	36.0
73.0	36.0
73.0	36.0
74.0	28.0
74.0	28.0
74.0	28.0
74.0	28.0
75.0	39.0
75.0	39.0
75.0	39.0
75.0	39.0
76.0	6.0
76.0	6.0
76.0	6.0
76.0	6.0
77.0	39.0
77.0	39.0
77.0	39.0
77.0	39.0
78.0	11.0
78.0	11.0
78.0	11.0
78.0	11.0
79.0	37.0
79.0	37.0
79.0	37.0
79.0	37.0
80.0	24.0
80.0	24.0
80.0	24.0
80.0	24.0
81.0	28.0
81.0	28.0
81.0	28.0
81.0	28.0
82.0	9.0
82.0	9.0
82.0	9.0
82.0	9.0
83.0	8.0
83.0	8.0
83.0	8.0
83.0	8.0
84.0	3.0
84.0	3.0
84.0	3.0
84.0	3.0
85.0	1.0
85.0	1.0
85.0	1.0
85.0	1.0
86.0	3.0
86.0	3.0
86.0	3.0
86.0	3.0
87.0	12.0
87.0	12.0
87.0	12.0
87.0	12.0
88.0	35.0
88.0	35.0
88.0	35.0
88.0	35.0
89.0	23.0
89.0	23.0
89.0	23.0
89.0	23.0
90.0	11.0
90.0	11.0
90.0	11.0
90.0	11.0
91.0	29.0
91.0	29.0
91.0	29.0
91.0	29.0
92.0	10.0
92.0	10.0
92.0	10.0
92.0	10.0
93.0	28.0
93.0	28.0
93.0	28.0
93.0	28.0
94.0	27.0
94.0	27.0
94.0	27.0
94.0	27.0
95.0	36.0
95.0	36.0
95.0	36.0
95.0	36.0
96.0	1.0
96.0	1.0
96.0	1.0
96.0	1.0
97.0	30.0
97.0	30.0
97.0	30.0
97.0	30.0
98.0	29.0
98.0	29.0
98.0	29.0
98.0	29.0
99.0	5.0
99.0	5.0
99.0	5.0
99.0	5.0
100.0	24.0
100.0	24.0
100.0	24.0
100.0	24.0
101.0	22.0
101.0	22.0
101.0	22.0
101.0	22.0
102.0	38.0
102.0	38.0
102.0	38.0
102.0	38.0
103.0	13.0
103.0	13.0
103.0	13.0
103.0	13.0
104.0	23.0
104.0	23.0
104.0	23.0
104.0	23.0
105.0	21.0
105.0	21.0
105.0	21.0
105.0	21.0
106.0	32.0
106.0	32.0
106.0	32.0
106.0	32.0
107.0	1.0
107.0	1.0
107.0	1.0
107.0	1.0
108.0	29.0
108.0	29.0
108.0	29.0
108.0	29.0
109.0	29.0
109.0	29.0
109.0	29.0
109.0	29.0
110.0	9.0
110.0	9.0
110.0	9.0
110.0	9.0
111.0	16.0
111.0	16.0
111.0	16.0
111.0	16.0
112.0	25.0
112.0	25.0
112.0	25.0
112.0	25.0
113.0	30.0
113.0	30.0
113.0	30.0
113.0	30.0
114.0	18.0
114.0	18.0
114.0	18.0
114.0	18.0
115.0	3.0
115.0	3.0
115.0	3.0
115.0	3.0
116.0	21.0
116.0	21.0
116.0	21.0
116.0	21.0
117.0	14.0
117.0	14.0
117.0	14.0
117.0	14.0
118.0	2.0
118.0	2.0
118.0	2.0
118.0	2.0
119.0	6.0
119.0	6.0
119.0	6.0
119.0	6.0
120.0	21.0
120.0	21.0
120.0	21.0
120.0	21.0
121.0	21.0
121.0	21.0
121.0	21.0
121.0	21.0
122.0	12.0
122.0	12.0
122.0	12.0
122.0	12.0
123.0	29.0
123.0	29.0
123.0	29.0
123.0	29.0
124.0	27.0
124.0	27.0
124.0	27.0
124.0	27.0
125.0	40.0
125.0	40.0
125.0	40.0
125.0	40.0
126.0	35.0
126.0	35.0
126.0	35.0
126.0	35.0
127.0	18.0
127.0	18.0
127.0	18.0
127.0	18.0
128.0	20.0
128.0	20.0
128.0	20.0
128.0	20.0
129.0	6.0
129.0	6.0
129.0	6.0
129.0	6.0
130.0	12.0
130.0	12.0
130.0	12.0
130.0	12.0
131.0	3.0
131.0	3.0
131.0	3.0
131.0	3.0
132.0	37.0
132.0	37.0
132.0	37.0
132.0	37.0
133.0	3.0
133.0	3.0
133.0	3.0
133.0	3.0
134.0	18.0
134.0	18.0
134.0	18.0
134.0	18.0
135.0	20.0
135.0	20.0
135.0	20.0
135.0	20.0
136.0	30.0
136.0	30.0
136.0	30.0
136.0	30.0
137.0	18.0
137.0	18.0
137.0	18.0
137.0	18.0
138.0	3.0
138.0	3.0
138.0	3.0
138.0	3.0
139.0	8.0
139.0	8.0
139.0	8.0
139.0	8.0
140.0	31.0
140.0	31.0
140.0	31.0
140.0	31.0
141.0	29.0
141.0	29.0
141.0	29.0
141.0	29.0
142.0	19.0
142.0	19.0
142.0	19.0
142.0	19.0
143.0	33.0
143.0	33.0
143.0	33.0
143.0	33.0
144.0	26.0
144.0	26.0
144.0	26.0
144.0	26.0
145.0	10.0
145.0	10.0
145.0	10.0
145.0	10.0
146.0	10.0
146.0	10.0
146.0	10.0
146.0	10.0
147.0	6.0
147.0	6.0
147.0	6.0
147.0	6.0
148.0	26.0
148.0	26.0
148.0	26.0
148.0	26.0
149.0	16.0
149.0	16.0
149.0	16.0
149.0	16.0
150.0	32.0
150.0	32.0
150.0	32.0
150.0	32.0
151.0	32.0
151.0	32.0
151.0	32.0
151.0	32.0
152.0	1.0
152.0	1.0
152.0	1.0
152.0	1.0
153.0	11.0
153.0	11.0
153.0	11.0
153.0	11.0
154.0	27.0
154.0	27.0
154.0	27.0
154.0	27.0
155.0	39.0
155.0	39.0
155.0	39.0
155.0	39.0
156.0	20.0
156.0	20.0
156.0	20.0
156.0	20.0
157.0	13.0
157.0	13.0
157.0	13.0
157.0	13.0
158.0	35.0
158.0	35.0
158.0	35.0
158.0	35.0
159.0	36.0
159.0	36.0
159.0	36.0
159.0	36.0
160.0	23.0
160.0	23.0
160.0	23.0
160.0	23.0
161.0	40.0
161.0	40.0
161.0	40.0
161.0	40.0
162.0	22.0
162.0	22.0
162.0	22.0
162.0	22.0
163.0	38.0
163.0	38.0
163.0	38.0
163.0	38.0
164.0	16.0
164.0	16.0
164.0	16.0
164.0	16.0
165.0	13.0
165.0	13.0
165.0	13.0
165.0	13.0
166.0	20.0
166.0	20.0
166.0	20.0
166.0	20.0
167.0	29.0
167.0	29.0
167.0	29.0
167.0	29.0
168.0	37.0
168.0	37.0
168.0	37.0
168.0	37.0
169.0	8.0
169.0	8.0
169.0	8.0
169.0	8.0
170.0	24.0
170.0	24.0
170.0	24.0
170.0	24.0
171.0	30.0
171.0	30.0
171.0	30.0
171.0	30.0
172.0	31.0
172.0	31.0
172.0	31.0
172.0	31.0
173.0	16.0
173.0	16.0
173.0	16.0
173.0	16.0
174.0	37.0
174.0	37.0
174.0	37.0
174.0	37.0
175.0	34.0
175.0	34.0
175.0	34.0
175.0	34.0
176.0	4.0
176.0	4.0
176.0	4.0
176.0	4.0
177.0	40.0
177.0	40.0
177.0	40.0
177.0	40.0
178.0	28.0
178.0	28.0
178.0	28.0
178.0	28.0
179.0	17.0
179.0	17.0
179.0	17.0
179.0	17.0
180.0	14.0
180.0	14.0
180.0	14.0
180.0	14.0
181.0	33.0
181.0	33.0
181.0	33.0
181.0	33.0
182.0	36.0
182.0	36.0
182.0	36.0
182.0	36.0
183.0	19.0
183.0	19.0
183.0	19.0
183.0	19.0
184.0	21.0
184.0	21.0
184.0	21.0
184.0	21.0
185.0	30.0
185.0	30.0
185.0	30.0
185.0	30.0
186.0	18.0
186.0	18.0
186.0	18.0
186.0	18.0
187.0	26.0
187.0	26.0
187.0	26.0
187.0	26.0
188.0	19.0
188.0	19.0
188.0	19.0
188.0	19.0
189.0	33.0
189.0	33.0
189.0	33.0
189.0	33.0
190.0	40.0
190.0	40.0
190.0	40.0
190.0	40.0
191.0	36.0
191.0	36.0
191.0	36.0
191.0	36.0
192.0	35.0
192.0	35.0
192.0	35.0
192.0	35.0
193.0	18.0
193.0	18.0
193.0	18.0
193.0	18.0
194.0	1.0
194.0	1.0
194.0	1.0
194.0	1.0
195.0	36.0
195.0	36.0
195.0	36.0
195.0	36.0
196.0	4.0
196.0	4.0
196.0	4.0
196.0	4.0
197.0	22.0
197.0	22.0
197.0	22.0
197.0	22.0
198.0	14.0
198.0	14.0
198.0	14.0
198.0	14.0
199.0	12.0
199.0	12.0
199.0	12.0
199.0	12.0
200.0	9.0
200.0	9.0
200.0	9.0
200.0	9.0
201.0	8.0
201.0	8.0
201.0	8.0
201.0	8.0
202.0	38.0
202.0	38.0
202.0	38.0
202.0	38.0
203.0	1.0
203.0	1.0
203.0	1.0
203.0	1.0
204.0	9.0
204.0	9.0
204.0	9.0
204.0	9.0
205.0	29.0
205.0	29.0
205.0	29.0
205.0	29.0
206.0	20.0
206.0	20.0
206.0	20.0
206.0	20.0
207.0	40.0
207.0	40.0
207.0	40.0
207.0	40.0
208.0	9.0
208.0	9.0
208.0	9.0
208.0	9.0
209.0	34.0
209.0	34.0
209.0	34.0
209.0	34.0
210.0	18.0
210.0	18.0
210.0	18.0
210.0	18.0
211.0	34.0
211.0	34.0
211.0	34.0
211.0	34.0
212.0	37.0
212.0	37.0
212.0	37.0
212.0	37.0
213.0	27.0
213.0	27.0
213.0	27.0
213.0	27.0
214.0	13.0
214.0	13.0
214.0	13.0
214.0	13.0
215.0	16.0
215.0	16.0
215.0	16.0
215.0	16.0
216.0	6.0
216.0	6.0
216.0	6.0
216.0	6.0
217.0	26.0
217.0	26.0
217.0	26.0
217.0	26.0
218.0	19.0
218.0	19.0
218.0	19.0
218.0	19.0
219.0	18.0
219.0	18.0
219.0	18.0
219.0	18.0
220.0	38.0
220.0	38.0
220.0	38.0
220.0	38.0
221.0	27.0
221.0	27.0
221.0	27.0
221.0	27.0
222.0	8.0
222.0	8.0
222.0	8.0
222.0	8.0
223.0	6.0
223.0	6.0
223.0	6.0
223.0	6.0
224.0	9.0
224.0	9.0
224.0	9.0
224.0	9.0
225.0	26.0
225.0	26.0
225.0	26.0
225.0	26.0
226.0	27.0
226.0	27.0
226.0	27.0
226.0	27.0
227.0	22.0
227.0	22.0
227.0	22.0
227.0	22.0
228.0	1.0
228.0	1.0
228.0	1.0
228.0	1.0
229.0	4.0
229.0	4.0
229.0	4.0
229.0	4.0
230.0	17.0
230.0	17.0
230.0	17.0
230.0	17.0
231.0	14.0
231.0	14.0
231.0	14.0
231.0	14.0
232.0	3.0
232.0	3.0
232.0	3.0
232.0	3.0
233.0	40.0
233.0	40.0
233.0	40.0
233.0	40.0
234.0	40.0
234.0	40.0
234.0	40.0
234.0	40.0
235.0	40.0
235.0	40.0
235.0	40.0
235.0	40.0
236.0	2.0
236.0	2.0
236.0	2.0
236.0	2.0
237.0	6.0
237.0	6.0
237.0	6.0
237.0	6.0
238.0	27.0
238.0	27.0
238.0	27.0
238.0	27.0
239.0	40.0
239.0	40.0
239.0	40.0
239.0	40.0
240.0	29.0
240.0	29.0
240.0	29.0
240.0	29.0
241.0	9.0
241.0	9.0
241.0	9.0
241.0	9.0
242.0	15.0
242.0	15.0
242.0	15.0
242.0	15.0
243.0	13.0
243.0	13.0
243.0	13.0
243.0	13.0
244.0	18.0
244.0	18.0
244.0	18.0
244.0	18.0
245.0	3.0
245.0	3.0
245.0	3.0
245.0	3.0
246.0	28.0
246.0	28.0
246.0	28.0
246.0	28.0
247.0	30.0
247.0	30.0
247.0	30.0
247.0	30.0
248.0	9.0
248.0	9.0
248.0	9.0
248.0	9.0
249.0	6.0
249.0	6.0
249.0	6.0
249.0	6.0
250.0	1.0
250.0	1.0
250.0	1.0
250.0	1.0
251.0	1.0
251.0	1.0
251.0	1.0
251.0	1.0
252.0	32.0
252.0	32.0
252.0	32.0
252.0	32.0
253.0	13.0
253.0	13.0
253.0	13.0
253.0	13.0
254.0	11.0
254.0	11.0
254.0	11.0
254.0	11.0
255.0	3.0
255.0	3.0
255.0	3.0
255.0	3.0
256.0	24.0
256.0	24.0
256.0	24.0
256.0	24.0
257.0	13.0
257.0	13.0
257.0	13.0
257.0	13.0
258.0	13.0
258.0	13.0
258.0	13.0
258.0	13.0
259.0	2.0
259.0	2.0
259.0	2.0
259.0	2.0
260.0	39.0
260.0	39.0
260.0	39.0
260.0	39.0
261.0	31.0
261.0	31.0
261.0	31.0
261.0	31.0
262.0	35.0
262.0	35.0
262.0	35.0
262.0	35.0
263.0	4.0
263.0	4.0
263.0	4.0
263.0	4.0
264.0	37.0
264.0	37.0
264.0	37.0
264.0	37.0
265.0	33.0
265.0	33.0
265.0	33.0
265.0	33.0
266.0	23.0
266.0	23.0
266.0	23.0
266.0	23.0
267.0	35.0
267.0	35.0
267.0	35.0
267.0	35.0
268.0	3.0
268.0	3.0
268.0	3.0
268.0	3.0
269.0	24.0
269.0	24.0
269.0	24.0
269.0	24.0
270.0	20.0
270.0	20.0
270.0	20.0
270.0	20.0
271.0	29.0
271.0	29.0
271.0	29.0
271.0	29.0
272.0	14.0
272.0	14.0
272.0	14.0
272.0	14.0
273.0	12.0
273.0	12.0
273.0	12.0
273.0	12.0
274.0	28.0
274.0	28.0
274.0	28.0
274.0	28.0
275.0	9.0
275.0	9.0
275.0	9.0
275.0	9.0
276.0	27.0
276.0	27.0
276.0	27.0
276.0	27.0
277.0	2.0
277.0	2.0
277.0	2.0
277.0	2.0
278.0	21.0
278.0	21.0
278.0	21.0
278.0	21.0
279.0	14.0
279.0	14.0
279.0	14.0
279.0	14.0
280.0	29.0
280.0	29.0
280.0	29.0
280.0	29.0
281.0	1.0
281.0	1.0
281.0	1.0
281.0	1.0
282.0	39.0
282.0	39.0
282.0	39.0
282.0	39.0
283.0	38.0
283.0	38.0
283.0	38.0
283.0	38.0
284.0	22.0
284.0	22.0
284.0	22.0
284.0	22.0
285.0	14.0
285.0	14.0
285.0	14.0
285.0	14.0
286.0	3.0
286.0	3.0
286.0	3.0
286.0	3.0
287.0	33.0
287.0	33.0
287.0	33.0
287.0	33.0
288.0	23.0
288.0	23.0
288.0	23.0
288.0	23.0
289.0	4.0
289.0	4.0
289.0	4.0
289.0	4.0
290.0	37.0
290.0	37.0
290.0	37.0
290.0	37.0
291.0	11.0
291.0	11.0
291.0	11.0
291.0	11.0
292.0	3.0
292.0	3.0
292.0	3.0
292.0	3.0
293.0	19.0
293.0	19.0
293.0	19.0
293.0	19.0
294.0	34.0
294.0	34.0
294.0	34.0
294.0	34.0
295.0	16.0
295.0	16.0
295.0	16.0
295.0	16.0
296.0	28.0
296.0	28.0
296.0	28.0
296.0	28.0
297.0	30.0
297.0	30.0
297.0	30.0
297.0	30.0
298.0	4.0
298.0	4.0
298.0	4.0
298.0	4.0
299.0	39.0
299.0	39.0
299.0	39.0
299.0	39.0
300.0	12.0
300.0	12.0
300.0	12.0
300.0	12.0
301.0	12.0
301.0	12.0
301.0	12.0
301.0	12.0
302.0	9.0
302.0	9.0
302.0	9.0
302.0	9.0
303.0	11.0
303.0	11.0
303.0	11.0
303.0	11.0
304.0	27.0
304.0	27.0
304.0	27.0
304.0	27.0
305.0	19.0
305.0	19.0
305.0	19.0
305.0	19.0
306.0	30.0
306.0	30.0
306.0	30.0
306.0	30.0
307.0	4.0
307.0	4.0
307.0	4.0
307.0	4.0
308.0	31.0
308.0	31.0
308.0	31.0
308.0	31.0
309.0	16.0
309.0	16.0
309.0	16.0
309.0	16.0
310.0	6.0
310.0	6.0
310.0	6.0
310.0	6.0
311.0	22.0
311.0	22.0
311.0	22.0
311.0	22.0
312.0	10.0
312.0	10.0
312.0	10.0
312.0	10.0
313.0	34.0
313.0	34.0
313.0	34.0
313.0	34.0
314.0	8.0
314.0	8.0
314.0	8.0
314.0	8.0
315.0	15.0
315.0	15.0
315.0	15.0
315.0	15.0
316.0	29.0
316.0	29.0
316.0	29.0
316.0	29.0
317.0	2.0
317.0	2.0
317.0	2.0
317.0	2.0
318.0	1.0
318.0	1.0
318.0	1.0
318.0	1.0
319.0	5.0
319.0	5.0
319.0	5.0
319.0	5.0
320.0	15.0
320.0	15.0
320.0	15.0
320.0	15.0
321.0	35.0
321.0	35.0
321.0	35.0
321.0	35.0
322.0	17.0
322.0	17.0
322.0	17.0
322.0	17.0
323.0	9.0
323.0	9.0
323.0	9.0
323.0	9.0
324.0	27.0
324.0	27.0
324.0	27.0
324.0	27.0
325.0	18.0
325.0	18.0
325.0	18.0
325.0	18.0
326.0	11.0
326.0	11.0
326.0	11.0
326.0	11.0
327.0	7.0
327.0	7.0
327.0	7.0
327.0	7.0
328.0	24.0
328.0	24.0
328.0	24.0
328.0	24.0
329.0	31.0
329.0	31.0
329.0	31.0
329.0	31.0
330.0	33.0
330.0	33.0
330.0	33.0
330.0	33.0
331.0	17.0
331.0	17.0
331.0	17.0
331.0	17.0
332.0	15.0
332.0	15.0
332.0	15.0
332.0	15.0
333.0	12.0
333.0	12.0
333.0	12.0
333.0	12.0
334.0	17.0
334.0	17.0
334.0	17.0
334.0	17.0
335.0	11.0
335.0	11.0
335.0	11.0
335.0	11.0
336.0	25.0
336.0	25.0
336.0	25.0
336.0	25.0
337.0	7.0
337.0	7.0
337.0	7.0
337.0	7.0
338.0	16.0
338.0	16.0
338.0	16.0
338.0	16.0
339.0	22.0
339.0	22.0
339.0	22.0
339.0	22.0
340.0	32.0
340.0	32.0
340.0	32.0
340.0	32.0
341.0	14.0
341.0	14.0
341.0	14.0
341.0	14.0
342.0	13.0
342.0	13.0
342.0	13.0
342.0	13.0
343.0	16.0
343.0	16.0
343.0	16.0
343.0	16.0
344.0	1.0
344.0	1.0
344.0	1.0
344.0	1.0
345.0	38.0
345.0	38.0
345.0	38.0
345.0	38.0
346.0	2.0
346.0	2.0
346.0	2.0
346.0	2.0
347.0	22.0
347.0	22.0
347.0	22.0
347.0	22.0
348.0	26.0
348.0	26.0
348.0	26.0
348.0	26.0
349.0	32.0
349.0	32.0
349.0	32.0
349.0	32.0
350.0	12.0
350.0	12.0
350.0	12.0
350.0	12.0
351.0	10.0
351.0	10.0
351.0	10.0
351.0	10.0
352.0	6.0
352.0	6.0
352.0	6.0
352.0	6.0
353.0	9.0
353.0	9.0
353.0	9.0
353.0	9.0
354.0	29.0
354.0	29.0
354.0	29.0
354.0	29.0
355.0	13.0
355.0	13.0
355.0	13.0
355.0	13.0
356.0	39.0
356.0	39.0
356.0	39.0
356.0	39.0
357.0	1.0
357.0	1.0
357.0	1.0
357.0	1.0
358.0	7.0
358.0	7.0
358.0	7.0
358.0	7.0
359.0	6.0
359.0	6.0
359.0	6.0
359.0	6.0
360.0	13.0
360.0	13.0
360.0	13.0
360.0	13.0
361.0	32.0
361.0	32.0
361.0	32.0
361.0	32.0
362.0	25.0
362.0	25.0
362.0	25.0
362.0	25.0
363.0	22.0
363.0	22.0
363.0	22.0
363.0	22.0
364.0	11.0
364.0	11.0
364.0	11.0
364.0	11.0
365.0	24.0
365.0	24.0
365.0	24.0
365.0	24.0
366.0	19.0
366.0	19.0
366.0	19.0
366.0	19.0
367.0	1.0
367.0	1.0
367.0	1.0
367.0	1.0
368.0	9.0
368.0	9.0
368.0	9.0
368.0	9.0
369.0	39.0
369.0	39.0
369.0	39.0
369.0	39.0
370.0	19.0
370.0	19.0
370.0	19.0
370.0	19.0
371.0	31.0
371.0	31.0
371.0	31.0
371.0	31.0
372.0	27.0
372.0	27.0
372.0	27.0
372.0	27.0
373.0	37.0
373.0	37.0
373.0	37.0
373.0	37.0
374.0	2.0
374.0	2.0
374.0	2.0
374.0	2.0
375.0	4.0
375.0	4.0
375.0	4.0
375.0	4.0
376.0	24.0
376.0	24.0
376.0	24.0
376.0	24.0
377.0	37.0
377.0	37.0
377.0	37.0
377.0	37.0
378.0	26.0
378.0	26.0
378.0	26.0
378.0	26.0
379.0	2.0
379.0	2.0
379.0	2.0
379.0	2.0
380.0	34.0
380.0	34.0
380.0	34.0
380.0	34.0
381.0	12.0
381.0	12.0
381.0	12.0
381.0	12.0
382.0	31.0
382.0	31.0
382.0	31.0
382.0	31.0
383.0	22.0
383.0	22.0
383.0	22.0
383.0	22.0
384.0	21.0
384.0	21.0
384.0	21.0
384.0	21.0
385.0	29.0
385.0	29.0
385.0	29.0
385.0	29.0
386.0	38.0
386.0	38.0
386.0	38.0
386.0	38.0
387.0	35.0
387.0	35.0
387.0	35.0
387.0	35.0
388.0	37.0
388.0	37.0
388.0	37.0
388.0	37.0
389.0	22.0
389.0	22.0
389.0	22.0
389.0	22.0
390.0	19.0
390.0	19.0
390.0	19.0
390.0	19.0
391.0	4.0
391.0	4.0
391.0	4.0
391.0	4.0
392.0	8.0
392.0	8.0
392.0	8.0
392.0	8.0
393.0	21.0
393.0	21.0
393.0	21.0
393.0	21.0
394.0	11.0
394.0	11.0
394.0	11.0
394.0	11.0
395.0	13.0
395.0	13.0
395.0	13.0
395.0	13.0
396.0	20.0
396.0	20.0
396.0	20.0
396.0	20.0
397.0	16.0
397.0	16.0
397.0	16.0
397.0	16.0
398.0	4.0
398.0	4.0
398.0	4.0
398.0	4.0
399.0	36.0
399.0	36.0
399.0	36.0
399.0	36.0
400.0	12.0
400.0	12.0
400.0	12.0
400.0	12.0
401.0	9.0
401.0	9.0
401.0	9.0
401.0	9.0
402.0	32.0
402.0	32.0
402.0	32.0
402.0	32.0
403.0	6.0
403.0	6.0
403.0	6.0
403.0	6.0
404.0	27.0
404.0	27.0
404.0	27.0
404.0	27.0
405.0	30.0
405.0	30.0
405.0	30.0
405.0	30.0
406.0	21.0
406.0	21.0
406.0	21.0
406.0	21.0
407.0	9.0
407.0	9.0
407.0	9.0
407.0	9.0
408.0	26.0
408.0	26.0
408.0	26.0
408.0	26.0
409.0	24.0
409.0	24.0
409.0	24.0
409.0	24.0
410.0	27.0
410.0	27.0
410.0	27.0
410.0	27.0
411.0	3.0
411.0	3.0
411.0	3.0
411.0	3.0
412.0	30.0
412.0	30.0
412.0	30.0
412.0	30.0
413.0	8.0
413.0	8.0
413.0	8.0
413.0	8.0
414.0	19.0
414.0	19.0
414.0	19.0
414.0	19.0
415.0	26.0
415.0	26.0
415.0	26.0
415.0	26.0
416.0	17.0
416.0	17.0
416.0	17.0
416.0	17.0
417.0	22.0
417.0	22.0
417.0	22.0
417.0	22.0
418.0	12.0
418.0	12.0
418.0	12.0
418.0	12.0
419.0	22.0
419.0	22.0
419.0	22.0
419.0	22.0
420.0	11.0
420.0	11.0
420.0	11.0
420.0	11.0
421.0	26.0
421.0	26.0
421.0	26.0
421.0	26.0
422.0	33.0
422.0	33.0
422.0	33.0
422.0	33.0
423.0	19.0
423.0	19.0
423.0	19.0
423.0	19.0
424.0	24.0
424.0	24.0
424.0	24.0
424.0	24.0
425.0	36.0
425.0	36.0
425.0	36.0
425.0	36.0
426.0	18.0
426.0	18.0
426.0	18.0
426.0	18.0
427.0	10.0
427.0	10.0
427.0	10.0
427.0	10.0
428.0	17.0
428.0	17.0
428.0	17.0
428.0	17.0
429.0	19.0
429.0	19.0
429.0	19.0
429.0	19.0
430.0	1.0
430.0	1.0
430.0	1.0
430.0	1.0
431.0	37.0
431.0	37.0
431.0	37.0
431.0	37.0
432.0	11.0
432.0	11.0
432.0	11.0
432.0	11.0
433.0	32.0
433.0	32.0
433.0	32.0
433.0	32.0
434.0	28.0
434.0	28.0
434.0	28.0
434.0	28.0
435.0	19.0
435.0	19.0
435.0	19.0
435.0	19.0
436.0	24.0
436.0	24.0
436.0	24.0
436.0	24.0
437.0	32.0
437.0	32.0
437.0	32.0
437.0	32.0
438.0	39.0
438.0	39.0
438.0	39.0
438.0	39.0
